,obm_id,location_start,survey_station_code,species,total_no,juvenile,adult,water_type
1814,1009,Dicso alatt T,MU18063,Alburnus alburnus,36,10,26,river
1831,2036,Dicso felett T,MU18064,Alburnus alburnus,10,0,10,river
1806,998,Dicso varos T,MU18062,Alburnus alburnus,13,0,13,river
1650,3087,Egyesult Kukullo 1 T,MU18047,Alburnus alburnus,2,0,2,river
217,2478,Er Hatvan T,CR18005,Alburnus alburnus,33,33,0,river
177,2497,Er Keseru T,CR18001,Alburnus alburnus,17,8,9,river
207,2488,Er Szalacs T,CR18004,Alburnus alburnus,23,23,0,river
339,3645,Er5T,CR20002,Alburnus alburnus,6,1,5,river
322,3536,Er6T,CR20001,Alburnus alburnus,16,4,12,river
78,333,Feher-Koros Barza,CR17005,Alburnus alburnus,6,6,0,river
402,3894,Feher-Koros Cintei T,CR21005,Alburnus alburnus,20,0,20,river
4145,339,Feher-Koros csonakbol,CR17008,Alburnus alburnus,28,25,3,river
289,2839,Feher-Koros Kisjeno T,CR19003,Alburnus alburnus,25,2,23,river
4149,348,Feher-Koros Varsand,CR17010,Alburnus alburnus,212,212,0,river
59,3171,Fekete-Koros Belenyessonkoly,CR17004,Alburnus alburnus,1,0,1,river
37,3147,Fekete-Koros legalso,CR17003,Alburnus alburnus,28,NA,NA,river
389,3877,Fekete-Koros masodik T,CR21004,Alburnus alburnus,4,4,0,river
1662,3103,Fekete-Koros Rapa csonakbol legfelso,CR17001,Alburnus alburnus,5,NA,NA,river
6,3124,Fekete-Koros Tenke (Zingel z),CR17002,Alburnus alburnus,58,NA,NA,river
97,316,F-Koros Borosjeno alatt,CR17006,Alburnus alburnus,22,6,16,river
3595,4026,Fuzes also T,SO21007,Alburnus alburnus,1,0,1,river
1011,1572,GALFALVA HALASTO,MU14115,Alburnus alburnus,1,0,1,river
579,1123,Geges1,MU14015,Alburnus alburnus,5,0,5,river
371,3901,Gyepes T,CR21002,Alburnus alburnus,2,0,2,river
946,1240,Holt meder Erdoszentgyorgy,MU14109,Alburnus alburnus,1,0,1,river
2872,2935,Hortobagy also T,OL18008,Alburnus alburnus,2,0,2,river
4058,926,Iza felso T,TI18002,Alburnus alburnus,7,6,1,river
1190,3411,Kaposztas,CR13002,Alburnus alburnus,10,10,0,canal
1121,3373,Keskeny Er,CR13003,Alburnus alburnus,5,0,5,river
1646,3073,Kis-Kukullo 1T,MU18046,Alburnus alburnus,8,1,7,river
578,1051,Kis-Nyarad2,MU14014,Alburnus alburnus,2,0,2,river
3681,4106,Kis-Szamos Bonchida T,SO21023,Alburnus alburnus,1,0,1,river
3198,3513,Kis-Szamos Des,SO14003,Alburnus alburnus,60,5,55,river
3243,3474,Kis-Szamos felso,SO14006,Alburnus alburnus,40,5,35,river
3231,3484,Kis-Szamos ismetles1,SO14005,Alburnus alburnus,40,5,35,river
3210,3501,Kis-Szamos Szilagyto2,SO14004,Alburnus alburnus,40,5,35,river
3444,1905,Kolozsvar alatt T,SO18009,Alburnus alburnus,2,0,2,river
541,1029,korispatak2,MU14009,Alburnus alburnus,570,0,570,river
3388,2518,Kraszna Bobota,SO18004,Alburnus alburnus,22,15,7,river
3372,2539,Kraszna Borvely felett T,SO18003,Alburnus alburnus,70,42,28,river
3414,2528,Kraszna Kiralydaroc T,SO18006,Alburnus alburnus,84,49,35,river
3394,2507,Kraszna Perecsen T,SO18005,Alburnus alburnus,14,0,14,river
984,1135,Kukullo also,MU14112,Alburnus alburnus,23,20,3,river
952,1188,Kukullo Balavasar,MU14110,Alburnus alburnus,1,0,1,river
905,1155,Kukullo Hederfaja,MU14104,Alburnus alburnus,3,1,2,river
1005,1148,Kukullo Mikafalva,MU14114,Alburnus alburnus,3,3,0,river
972,1168,Kukulloszeplak,MU14111,Alburnus alburnus,12,1,11,river
2052,1798,Kutyfalva holtag B T,MU19010,Alburnus alburnus,4,3,1,oxbow
3652,4015,Lapos legalso T,SO21017,Alburnus alburnus,10,1,9,river
3699,3955,Lapos3 Erdoszallas T,SO21024,Alburnus alburnus,1,0,1,river
2402,2418,Lekence csonak T (MAR19RAD),MU19041,Alburnus alburnus,11,9,2,river
3076,4278,Lemnia T,OL21017,Alburnus alburnus,27,2,25,river
2974,4355,LL58-01 T,OL21005,Alburnus alburnus,1,0,1,river
2988,4345,LL58-04 T,OL21006,Alburnus alburnus,4,2,2,oxbow
1611,644,MA 22 Enyed p T,MU18043,Alburnus alburnus,78,48,30,river
1505,527,MA06T,MU18033,Alburnus alburnus,10,0,10,river
1490,588,MA08T,MU18032,Alburnus alburnus,31,3,28,river
1601,574,MA09T,MU18041,Alburnus alburnus,10,10,0,river
1359,438,Ma10T,MU18015,Alburnus alburnus,15,15,0,river
1698,494,MA13T,MU18053,Alburnus alburnus,37,16,21,river
1579,619,MA14T,MU18040,Alburnus alburnus,2,1,1,river
1573,629,MA15T,MU18039,Alburnus alburnus,2,0,2,river
1686,467,MA17T,MU18051,Alburnus alburnus,100,25,75,river
1720,481,MA18T,MU18054,Alburnus alburnus,108,36,72,river
1624,504,MA19T,MU18044,Alburnus alburnus,20,8,12,river
1603,635,MA23T,MU18042,Alburnus alburnus,10,5,5,river
2147,2466,MAR24KUT,MU19022,Alburnus alburnus,3,0,3,river
1661,3063,Maros 14 T,MU18048,Alburnus alburnus,27,6,21,river
2024,3055,Maros 16T,MU18079,Alburnus alburnus,9,7,2,river
2167,2238,Maros Alsoidecs T (MAR05MAF),MU19023,Alburnus alburnus,6,6,0,river
1084,220,Maros Arad alatt T,MU16001,Alburnus alburnus,77,66,11,river
1126,264,Maros Arad felett,MU17003,Alburnus alburnus,112,107,5,river
1124,249,Maros Arad varos,MU17002,Alburnus alburnus,40,36,4,river
2498,2766,Maros Batta (alatt) T,MU19049,Alburnus alburnus,111,106,5,river
714,1478,Maros Ciobotani,MU14047,Alburnus alburnus,5,0,5,river
2198,2371,Maros Dello felett cs T (MAR14KES),MU19026,Alburnus alburnus,1,0,1,river
2492,2739,Maros Gurasada alatt T,MU19048,Alburnus alburnus,11,7,4,river
2247,2328,Maros komp alatt (MAR11NYT),MU19029,Alburnus alburnus,4,4,0,river
2296,2271,Maros Kortvelyfaja 2 T (MAR07GER),MU19034,Alburnus alburnus,15,8,7,river
2077,2119,Maros Kortvelyfaja T,MU19013,Alburnus alburnus,2,0,2,river
4287,2440,Maros kovezett cs T (MAR21KUT),MU19031,Alburnus alburnus,8,8,0,river
2258,2454,Maros Kutyfalva felett cs T (MAR22KUT),MU19030,Alburnus alburnus,2,1,1,river
2455,2782,Maros legalso Sejteny T,MU19046,Alburnus alburnus,78,70,8,river
1196,277,Maros Lippa alatt,MU17005,Alburnus alburnus,14,14,0,river
1166,299,Maros Lippa felett T,MU17004,Alburnus alburnus,23,21,2,river
1223,286,Maros Lippaban,MU17006,Alburnus alburnus,8,8,0,river
2320,2218,Maros Marosvecs T (MAR04MAV),MU19035,Alburnus alburnus,2,2,0,river
2390,2300,Maros Nyarad beomlesenel TM (MAR09NYT),MU19040,Alburnus alburnus,8,8,0,river
2137,2406,Maros Oarba felett cs T (MAR17MAV),MU19021,Alburnus alburnus,3,0,3,river
1091,234,Maros Pecska T,MU17001,Alburnus alburnus,126,125,1,river
2467,2753,Maros Piski felett T,MU19047,Alburnus alburnus,107,98,9,river
2379,2431,Maros radnoti eromu alatt cs T (MAR20KUT),MU19039,Alburnus alburnus,110,67,43,river
2361,2288,Maros Szentivany T (MAR08MEP),MU19038,Alburnus alburnus,4,4,0,river
2182,2359,Maros Szentmargita cs T,MU19025,Alburnus alburnus,7,5,2,river
2519,2893,Maros Totoi T,MU19051,Alburnus alburnus,40,39,1,river
1729,2056,Medgyes varos T,MU18055,Alburnus alburnus,2,1,1,river
2798,1727,Nagy Homorod T,OL18004,Alburnus alburnus,16,10,6,river
166,53,Nagyfalu alatt,CR17016,Alburnus alburnus,12,0,12,river
170,34,Nagyfalu felett,CR17017,Alburnus alburnus,21,0,21,river
157,43,Nagyfalu telepules,CR17015,Alburnus alburnus,3,0,3,river
3479,2592,Nagy-Szamos Arpasto T,SO19004,Alburnus alburnus,13,1,12,river
2640,2720,Nera1 also T,NC19003,Alburnus alburnus,4,3,1,river
1437,784,NK14T,MU18027,Alburnus alburnus,1,1,0,river
1976,684,NK16T,MU18075,Alburnus alburnus,2,1,1,river
1472,749,NK19T,MU18030,Alburnus alburnus,3,3,0,river
1460,776,NK20T,MU18029,Alburnus alburnus,15,0,15,lake
1448,740,NK21T,MU18028,Alburnus alburnus,13,8,5,river
1985,662,NK22T,MU18076,Alburnus alburnus,3,3,0,river
1476,719,NK25T,MU18031,Alburnus alburnus,10,5,5,river
1962,824,NK6T,MU18073,Alburnus alburnus,1,0,1,river
524,1087,Ny2,MU14005,Alburnus alburnus,6,2,4,river
1031,1261,Nyarad beomles folott,MU14118,Alburnus alburnus,30,0,30,river
2339,2313,Nyarad Marosba omlesnel T (NYA10NYT),MU19037,Alburnus alburnus,1,1,0,river
1418,706,Nyiko T,MU18025,Alburnus alburnus,7,4,3,river
2841,1706,Olt 1 legalso T,OL18006,Alburnus alburnus,119,6,113,river
2826,1692,Olt 6 nem vedett T,OL18005,Alburnus alburnus,18,3,15,river
2758,1677,Olt 7 Zoltan,OL18001,Alburnus alburnus,1,0,1,river
2747,170,Olt Scoreiu 1T/Olt Scoreiu legalso T,OL17004,Alburnus alburnus,338,335,3,river
2930,3602,Olt3Fogaras,OL20003,Alburnus alburnus,7,5,2,river
2915,3590,Olt4Ticusu T,OL20002,Alburnus alburnus,3,0,3,river
2905,3572,Olt5,OL20001,Alburnus alburnus,8,0,8,river
3022,4375,Paraul Nou AM CF Olt T,OL21010,Alburnus alburnus,21,0,21,river
4213,4528,Pece0T,CR15001,Alburnus alburnus,30,10,20,river
1888,1971,Regen alatt T,MU18067,Alburnus alburnus,5,0,5,river
1894,1933,Regen felett T,MU18068,Alburnus alburnus,8,1,7,river
1920,1952,Regen varos T,MU18069,Alburnus alburnus,16,0,16,river
3416,903,Sajó Arokalja T,SO18007,Alburnus alburnus,9,1,8,river
3171,4229,Sajo Sajoudvarhely mellett 2010,SO10001,Alburnus alburnus,30,NA,NA,river
1436,727,Scroafei 23 T,MU18026,Alburnus alburnus,3,1,2,river
190,2558,Sebes Koros Varad alatt T,CR18002,Alburnus alburnus,19,4,15,river
263,2913,Sebes-Koros Feketeto T,CR18010,Alburnus alburnus,22,19,3,river
1774,987,Segesvar alatt T,MU18059,Alburnus alburnus,2,2,0,river
1779,972,Segesvar felso T,MU18060,Alburnus alburnus,4,0,4,river
1798,963,Segesvar varos T,MU18061,Alburnus alburnus,5,2,3,river
3001,4329,Sercaia AN CF OLT T,OL21008,Alburnus alburnus,1,0,1,river
3543,2641,Szamos Ardo alatt T,SO19008,Alburnus alburnus,96,54,42,river
3529,2654,Szamos Cikoi-szoros T,SO19007,Alburnus alburnus,328,221,107,river
3492,2611,Szamos Des alatt T,SO19005,Alburnus alburnus,110,7,103,river
3519,2624,Szamos Ilonda alatt T,SO19006,Alburnus alburnus,79,43,36,river
3556,2666,Szamos Rosiori T,SO19009,Alburnus alburnus,117,81,36,river
3306,78,Szamos Szatmar felett,SO17005,Alburnus alburnus,333,226,107,river
3729,3939,Szamos Tomany T,SO21026,Alburnus alburnus,35,28,7,river
3346,66,Szatmar alatt,SO17007,Alburnus alburnus,141,135,6,river
3336,96,Szatmar varos,SO17006,Alburnus alburnus,172,169,3,river
1064,3611,Sztrigy,MU15002,Alburnus alburnus,1,0,1,river
1942,1601,Sztrigy 2 T,MU18071,Alburnus alburnus,1,0,1,river
478,3629,T12 2019T,TI19007,Alburnus alburnus,9,5,4,river
4333,3333,T17 2019T,TI19001,Alburnus alburnus,14,2,12,river
4343,3351,T20 2019 T,TI19002,Alburnus alburnus,6,3,3,river
4389,3316,T4 2019 T,TI19005,Alburnus alburnus,150,117,33,river
4015,4249,T5 2011,TI11004,Alburnus alburnus,6,6,0,river
4022,4264,Talna Felso,TI12001,Alburnus alburnus,1,1,0,river
4032,3018,Tarkany Marnas terep,CR16002,Alburnus alburnus,45,0,45,river
3879,2800,"Temes 1 legalso T, 186",TB19003,Alburnus alburnus,49,10,39,river
3832,1765,Temes 2 T,TB18006,Alburnus alburnus,1,0,1,river
3848,1745,Temes 4 T,TB18007,Alburnus alburnus,14,11,3,river
3976,3819,Temes Cebza T,TB21002,Alburnus alburnus,17,0,17,river
4233,883,Tisza kozepso T,TI18007,Alburnus alburnus,5,2,3,river
4089,869,Tisza legalso T,TI18004,Alburnus alburnus,15,6,9,river
130,361,Toz Agya felett,CR17011,Alburnus alburnus,9,9,0,river
103,378,Toz Garba-Csermo,CR17007,Alburnus alburnus,15,12,3,river
4139,369,Toz legfelso,CR17009,Alburnus alburnus,3,3,0,river
2898,3559,Tur Harmashatar T,TI20001,Alburnus alburnus,172,62,110,river
4365,3279,Tur legfelso 2019 T,TI19003,Alburnus alburnus,6,2,4,river
4220,3420,Umbra krameri (Poc T),CR19001,Alburnus alburnus,1,1,0,canal
1216,3033,Varfurile marnas terep,CR16001,Alburnus alburnus,45,15,30,river
1937,1986,Vasarhely alatt 2 T,MU18070,Alburnus alburnus,90,1,89,river
1852,2020,Vasarhely felett T,MU18065,Alburnus alburnus,22,14,8,river
1867,2000,Vasarhely varos T,MU18066,Alburnus alburnus,18,11,7,river
624,1037,Vecke1,MU14019,Alburnus alburnus,5,2,3,river
626,1046,Vecke2,MU14020,Alburnus alburnus,150,0,150,river
4322,3218,VR1T Nehezf,TI18009,Alburnus alburnus,14,0,14,river
4243,3437,Arok 2T,CR19002,Ameiurus melas,2,1,1,river
4405,3307,Arok uj 2019T,TI19006,Ameiurus melas,52,29,23,river
3926,2867,Barzava also T,TB19006,Ameiurus melas,2,1,1,river
3567,3854,Dara arok T,SO21001,Ameiurus melas,2,0,2,canal
3197,3530,Holt-Szamos2,SO14002,Ameiurus melas,1,0,1,oxbow
4007,4273,HU2 2011,TI11003,Ameiurus melas,1,0,1,oxbow
3953,3833,Regi Bega 1T,TB21001,Ameiurus melas,1,0,1,river
189,2563,Sebes Koros Varad alatt T,CR18002,Ameiurus melas,1,0,1,river
1215,3636,T12 2019T,TI19007,Ameiurus melas,4,0,4,river
4394,3320,T4 2019 T,TI19005,Ameiurus melas,1,0,1,river
4335,3342,T17 2019T,TI19001,Ameiurus nebulosus,1,0,1,river
1543,533,Aries Monit av balastiera,MU18036,Aspius aspius,2,1,1,river
4272,3421,Arok 2T,CR19002,Aspius aspius,1,0,1,river
3746,1636,Bega 3 T,TB18001,Aspius aspius,1,0,1,river
3918,2872,Bega Temesvar felett,TB19005,Aspius aspius,1,1,0,river
4181,2491,Er Keseru T,CR18001,Aspius aspius,2,2,0,river
111,337,Feher-Koros csonakbol,CR17008,Aspius aspius,1,1,0,river
293,2828,Feher-Koros Kisjeno T,CR19003,Aspius aspius,1,1,0,river
36,3142,Fekete-Koros legalso,CR17003,Aspius aspius,1,1,0,river
3151,3117,Fekete-Koros Tenke (Zingel z),CR17002,Aspius aspius,1,0,1,river
2776,2968,Feketeugy felso Cofalva T,OL18002,Aspius aspius,1,NA,NA,river
869,1310,Holtag1,MU14098,Aspius aspius,5,5,0,oxbow
3204,3505,Kis-Szamos Des,SO14003,Aspius aspius,1,0,1,river
1494,584,MA08T,MU18032,Aspius aspius,1,0,1,river
2142,2463,MAR24KUT,MU19022,Aspius aspius,2,2,0,river
2314,2209,Maros Marosvecs T (MAR04MAV),MU19035,Aspius aspius,1,1,0,river
672,1352,Maros Neagra,MU14040,Aspius aspius,1,1,0,river
2373,2423,Maros radnoti eromu alatt cs T (MAR20KUT),MU19039,Aspius aspius,1,0,1,river
2187,2354,Maros Szentmargita cs T,MU19025,Aspius aspius,1,1,0,river
2853,1703,Olt 1 legalso T,OL18006,Aspius aspius,0,0,0,river
3169,4240,Sajo Sajoudvarhely mellett 2010,SO10001,Aspius aspius,1,NA,NA,river
4355,3346,T20 2019 T,TI19002,Aspius aspius,3,3,0,river
4390,3312,T4 2019 T,TI19005,Aspius aspius,1,1,0,river
4021,4259,Talna Felso,TI12001,Aspius aspius,1,1,0,river
3835,1760,Temes 2 T,TB18006,Aspius aspius,0,0,0,river
3815,3547,Tur Harmashatar T,TI20001,Aspius aspius,1,0,1,river
3894,2809,"Temes 1 legalso T, 186",TB19003,Babka gymnotrachelus,6,0,6,river
3962,3824,Temes Cebza T,TB21002,Babka gymnotrachelus,1,0,1,river
201,2574,Berettyo Paptamasi T,CR18003,Ballerus sapa,1,1,0,river
109,341,Feher-Koros csonakbol,CR17008,Ballerus sapa,1,1,0,river
4123,3149,Fekete-Koros legalso,CR17003,Ballerus sapa,9,NA,NA,river
2454,2786,Maros legalso Sejteny T,MU19046,Ballerus sapa,5,0,5,river
3327,99,Szatmar varos,SO17006,Ballerus sapa,2,2,0,river
1316,191,   Nagy Kukullo Galambf2T,MU17017,Barbatula barbatula,14,0,14,river
4381,3296,1 Bef 4T 2019,TI19004,Barbatula barbatula,3,1,2,river
4263,3235,1Bef10T nehezf,TI18008,Barbatula barbatula,13,11,2,river
2569,4168,Albac2T,MU21006,Barbatula barbatula,1,NA,1,river
3265,4205,Also Beszterce5T,SO15004,Barbatula barbatula,89,7,82,river
610,1117,Also Nyarad4,MU14018,Barbatula barbatula,1,0,1,river
2995,4335,AM Sinca Veche T,OL21007,Barbatula barbatula,5,0,5,river
512,3674,Aranyos1 Torockoi,MU13002,Barbatula barbatula,25,20,5,river
2568,4158,Ariesul Mare5T,MU21005,Barbatula barbatula,2,NA,2,river
3037,4363,Arpas T,OL21013,Barbatula barbatula,1,0,1,river
3740,1651,Bega 3 T,TB18001,Barbatula barbatula,1,0,1,river
3786,1634,Bega 4 T,TB18003,Barbatula barbatula,4,0,4,river
2118,2080,Beica T,MU19019,Barbatula barbatula,4,3,1,river
225,1885,Belenyes alatt T,CR18006,Barbatula barbatula,4,0,4,river
250,1899,Belenyes felett T,CR18008,Barbatula barbatula,21,6,15,river
4200,1872,Belenyes telepules T,CR18007,Barbatula barbatula,5,4,1,river
148,394,Berettyo Markai szoros,CR17014,Barbatula barbatula,8,0,8,river
421,4069,Berettyo Tuszatelke T,CR21007,Barbatula barbatula,22,1,21,river
412,4064,Berettyo Valkovaralja T,CR21006,Barbatula barbatula,69,1,68,river
3435,895,Beszterce Sofalva T,SO18008,Barbatula barbatula,21,2,19,river
3262,4200,Beszterce4T,SO15003,Barbatula barbatula,1,1,NA,river
367,3915,Bistra am Chiribis T,CR21001,Barbatula barbatula,4,4,0,river
3735,3211,Bistra Bautar,TB17001,Barbatula barbatula,5,0,5,river
4430,3994,Bistra MM T,TI21006,Barbatula barbatula,19,0,19,river
3990,3684,Bisztra 3. MP tervezett MHC-nal,TI09001,Barbatula barbatula,23,NA,NA,river
3253,4209,Borgo5T,SO15002,Barbatula barbatula,12,3,9,river
3251,4192,Budac4T,SO15001,Barbatula barbatula,16,2,14,river
3901,2858,Caras 2T,TB19004,Barbatula barbatula,50,41,9,river
2690,3804,Cerna Toplet T,NC21002,Barbatula barbatula,1,0,1,river
2551,4179,Cobles2T,MU21003,Barbatula barbatula,2,NA,2,river
3052,4300,Covasna T,OL21015,Barbatula barbatula,1,0,1,river
438,4153,Crisul Pietros Poienii de JosT,CR21010,Barbatula barbatula,14,3,11,river
831,1193,Cseje,MU14087,Barbatula barbatula,1,0,1,river
2855,2961,Csibin legalso T,OL18007,Barbatula barbatula,1,0,1,river
75,335,Feher-Koros Barza,CR17005,Barbatula barbatula,12,7,5,river
56,3169,Fekete-Koros Belenyessonkoly,CR17004,Barbatula barbatula,2,1,1,river
2777,2975,Feketeugy felso Cofalva T,OL18002,Barbatula barbatula,3,1,2,river
2546,4212,Fenes amonte captare,MU20001,Barbatula barbatula,2,NA,2,river
4445,4002,Frumuseaua (Crasna) T,TI21008,Barbatula barbatula,12,1,11,river
720,1405,Funtinel,MU14049,Barbatula barbatula,2,0,2,river
866,1410,GALONYA ALSO T,MU14096,Barbatula barbatula,25,0,25,river
1043,1198,Geges felso,MU14119,Barbatula barbatula,10,2,8,river
581,1126,Geges1,MU14015,Barbatula barbatula,10,0,10,river
2524,2137,Gorgeny T,MU19052,Barbatula barbatula,19,0,19,river
370,3905,Gyepes T,CR21002,Barbatula barbatula,29,14,15,river
570,1286,Hodos,MU14013,Barbatula barbatula,3,0,3,river
520,1073,Hosszu,MU14003,Barbatula barbatula,12,0,12,river
2908,3754,Iara5,MU12005,Barbatula barbatula,2,0,2,river
3467,3759,Iara6,MU12004,Barbatula barbatula,47,0,47,river
2099,2109,Idecs T,MU19016,Barbatula barbatula,3,2,1,river
771,1441,ILVA1,MU14065,Barbatula barbatula,43,0,43,river
739,1445,ILVA2,MU14059,Barbatula barbatula,19,0,19,river
4225,940,Iza also T,TI18006,Barbatula barbatula,13,8,5,river
4061,929,Iza felso T,TI18002,Barbatula barbatula,34,15,19,river
686,1447,JINC,MU14042,Barbatula barbatula,45,1,44,affluent
757,1449,JIRCA 1,MU14063,Barbatula barbatula,4,0,4,river
1055,1454,Juhod Also T,MU14130,Barbatula barbatula,4,0,4,river
558,1061,Kis-Nyarad1,MU14011,Barbatula barbatula,18,1,17,river
574,1054,Kis-Nyarad2,MU14014,Barbatula barbatula,130,20,110,river
3684,4109,Kis-Szamos Bonchida T,SO21023,Barbatula barbatula,9,1,8,river
3234,3479,Kis-Szamos felso,SO14006,Barbatula barbatula,1,0,1,river
3223,3490,Kis-Szamos ismetles1,SO14005,Barbatula barbatula,2,0,2,river
3217,3503,Kis-Szamos Szilagyto2,SO14004,Barbatula barbatula,2,0,2,river
3449,1914,Kolozsvar felett T,SO18010,Barbatula barbatula,7,0,7,river
3457,1922,Kolozsvar varos T,SO18011,Barbatula barbatula,45,0,45,river
565,1104,Korispatak1,MU14012,Barbatula barbatula,7,0,7,river
3673,4079,Kraszna Csizer T,SO21020,Barbatula barbatula,67,51,16,river
3660,4075,Kraszna Pecsely T,SO21018,Barbatula barbatula,91,78,13,river
953,1191,Kukullo Balavasar,MU14110,Barbatula barbatula,1,0,1,river
937,1234,Kukullo Harmasfalu alatt,MU14108,Barbatula barbatula,6,1,5,river
930,1225,Kukullo Makfalva folott,MU14107,Barbatula barbatula,23,2,21,river
922,1218,Kukullo Sovarad alatt,MU14106,Barbatula barbatula,35,5,30,river
1017,1208,Kukullo Szovata folott,MU14117,Barbatula barbatula,60,10,50,river
967,1170,Kukulloszeplak,MU14111,Barbatula barbatula,1,0,1,river
3712,3930,Lapos Szakallasfalva T,SO21025,Barbatula barbatula,5,0,5,river
3700,3956,Lapos3 Erdoszallas T,SO21024,Barbatula barbatula,2,0,2,river
3074,4280,Lemnia T,OL21017,Barbatula barbatula,8,3,5,river
2981,4343,LL58-04 T,OL21006,Barbatula barbatula,3,3,0,oxbow
1703,496,MA13T,MU18053,Barbatula barbatula,1,0,1,river
4104,916,Mara T,TI18005,Barbatula barbatula,17,16,1,river
860,1472,Maros,MU14095,Barbatula barbatula,5,1,4,river
2157,2245,Maros Alsoidecs T (MAR05MAF),MU19023,Barbatula barbatula,2,0,2,river
702,1482,Maros Ciobotani,MU14047,Barbatula barbatula,58,15,43,river
2538,2148,Maros Deda 2019,MU19053,Barbatula barbatula,4,2,2,river
851,1489,Maros Deda folott,MU14093,Barbatula barbatula,52,4,48,river
2417,2206,Maros Holtmaros T (MAR03HOM),MU19043,Barbatula barbatula,4,1,3,river
2294,2276,Maros Kortvelyfaja 2 T (MAR07GER),MU19034,Barbatula barbatula,4,0,4,river
2070,2127,Maros Kortvelyfaja T,MU19013,Barbatula barbatula,2,0,2,river
2226,2191,Maros Magyaro T (MAR02MAL),MU19028,Barbatula barbatula,19,0,19,river
2310,2224,Maros Marosvecs T (MAR04MAV),MU19035,Barbatula barbatula,6,2,4,river
2334,2168,Maros Moroszfalu T (MAR01MAL),MU19036,Barbatula barbatula,18,0,18,river
670,1497,Maros Neagra,MU14040,Barbatula barbatula,45,0,45,river
2286,2261,Maros Petele T (MAR06PET),MU19033,Barbatula barbatula,7,0,7,river
879,1507,Maros Ratosnya alatt,MU14100,Barbatula barbatula,72,2,70,river
754,1513,Maros Szalard,MU14062,Barbatula barbatula,1,1,0,river
491,4220,Maros Szenete 2009,MU09001,Barbatula barbatula,20,NA,NA,river
1745,2048,Medgyes felett T,MU18057,Barbatula barbatula,13,11,2,river
3354,3179,Meleg-Szamos agro,SO18001,Barbatula barbatula,1,0,1,river
681,1517,MERMEZEU 1,MU14041,Barbatula barbatula,15,0,15,river
3952,1093,Mikhaza,MU14004,Barbatula barbatula,4,0,4,river
3678,4114,Nadas Kisbacs T,SO21022,Barbatula barbatula,2,0,2,river
3368,3205,Nadas szamosba omles felett,SO18002,Barbatula barbatula,2,0,2,river
3674,4118,Nadas Vista felett T,SO21021,Barbatula barbatula,9,3,6,river
2799,1731,Nagy Homorod T,OL18004,Barbatula barbatula,6,4,2,river
1296,183,Nagy Kukullo Galambf1T,MU17015,Barbatula barbatula,3,0,3,river
1309,201,Nagy Kukullo Galambf3T,MU17016,Barbatula barbatula,16,0,16,river
1292,210,Nagy Kukullo Galambf4T,MU17014,Barbatula barbatula,6,0,6,river
